,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
16,16,23,0.507039909777434,0.8320737092391305,0.855059811716962,0.6257148909129422,0.416437195509426,0.7357661366462708,0.26235697269439695,0.7629,0.9316666666666666,0.05733333333333333
17,17,23,0.4894108111443727,0.8389945652173914,0.8633414340655452,0.620419402668926,0.4236390595212879,0.6616340517997742,0.1437589019536972,0.7847,0.9507777777777778,0.03988888888888889
18,18,23,0.47164298529210297,0.8431131114130435,0.8678986995208761,0.6213305174234425,0.4228088701161563,0.638324499130249,0.213936710357666,0.7957,0.9303333333333333,0.06155555555555556
19,19,23,0.44911600195843243,0.8535368546195652,0.8793921230856361,0.6217474085043367,0.4239475354347366,0.6475955724716187,0.10553628206253052,0.8013,0.9618888888888889,0.033666666666666664
20,20,23,0.4268793943135635,0.8605638586956522,0.8861652432406927,0.6305637982195845,0.41670199236964817,0.538273024559021,0.17939821481704712,0.8277,0.9486666666666667,0.04466666666666667
21,21,23,0.4167414787022964,0.8628566576086957,0.8895152730274797,0.6228498619664472,0.42578042047143766,0.51102614402771,0.19153161346912384,0.8332,0.9536666666666667,0.04122222222222222
22,22,23,0.40307080616121704,0.8678456182065217,0.8951131456617665,0.6232804232804233,0.43153439153439155,0.6365068197250366,0.16428250968456268,0.7963,0.9495555555555556,0.042888888888888886
23,23,23,0.39831490231596905,0.8708177649456522,0.8987359683048769,0.6189361702127659,0.4308510638297872,0.4970638394355774,0.17970949411392212,0.8393,0.9483333333333334,0.046
24,24,23,0.3633674512738767,0.8828337296195652,0.9096527646725797,0.641553480475382,0.4129881154499151,0.4551077723503113,0.2826128125190735,0.8503,0.9251111111111111,0.0661111111111111
25,25,23,0.3529808093672213,0.885848335597826,0.9141960895304134,0.6303931987247609,0.4255047821466525,0.5746398329734802,0.13237109333276748,0.8184,0.9584444444444444,0.037333333333333336
26,26,23,0.342473557461863,0.8894149116847826,0.9179361411121068,0.6319710515112814,0.4223073648361005,0.5244192004203796,0.2182976186275482,0.8463,0.9314444444444444,0.06211111111111111
27,27,23,0.33357585253922833,0.8913892663043478,0.9198538080641359,0.6342138900724329,0.42628887942053684,0.47348509430885316,0.15624091029167175,0.8466,0.9543333333333334,0.04033333333333333
28,28,23,0.3105421182901963,0.9013247282608695,0.9300070771408351,0.6434026304624523,0.4181162494696648,0.5457984209060669,0.2081180363893509,0.8361,0.9407777777777778,0.052222222222222225
29,29,23,0.3095446527004242,0.8997537364130435,0.9300219344795868,0.6269925611052072,0.43230605738575983,0.5368632555007935,0.14048079997301102,0.8349,0.9523333333333334,0.042888888888888886
30,30,23,0.3105993011723394,0.8998598845108695,0.9299681566222432,0.6287959227012104,0.42471862391165854,0.553268826007843,0.14748629927635193,0.8402,0.9564444444444444,0.03822222222222222
31,31,23,0.2921142966850944,0.9063773777173914,0.9371124053856493,0.6287539936102237,0.43130990415335463,0.4499280691146851,0.19719898104667663,0.8685,0.9446666666666667,0.049777777777777775
32,32,23,0.27807482882686285,0.9125551970108695,0.9429272204141315,0.638664398128456,0.42960442364951085,0.524861192703247,0.11891506463289261,0.8512,0.9634444444444444,0.033666666666666664
33,33,23,0.2655177777228148,0.9155061141304348,0.945789101203114,0.6431904963937208,0.42214679677556216,0.5283477067947387,0.1957350641489029,0.8436,0.9388888888888889,0.05477777777777778
34,34,23,0.26896652384944586,0.915145210597826,0.9454030449663637,0.6446507702046845,0.4152774847014138,0.5299479186534881,0.13089825510978698,0.8521,0.9613333333333334,0.035222222222222224
35,35,23,0.2600099787763927,0.9174380095108695,0.9485963670677047,0.6372507424692405,0.4274501484938481,0.44782885909080505,0.09670568406581878,0.868,0.9675555555555555,0.030111111111111113
36,36,23,0.24985461714475052,0.9215565557065217,0.9526639779240076,0.6412327311370882,0.42422954303931987,0.4741192162036896,0.16431998014450072,0.8593,0.9515555555555556,0.041666666666666664
37,37,23,0.24079514910345493,0.9242739470108695,0.9545368798339936,0.6509795570698467,0.41588586030664393,0.5108168542385101,0.1706085681915283,0.8536,0.9481111111111111,0.04566666666666667
38,38,23,0.2320246748302294,0.9275220788043478,0.9588190871760985,0.6471458773784355,0.42093023255813955,0.4999353110790253,0.18677642047405243,0.8584,0.942,0.05211111111111111
39,39,23,0.22572502558645996,0.9291779891304348,0.9593357863949429,0.6576040781648258,0.40972812234494477,0.5842614054679871,0.15561520159244538,0.8476,0.9487777777777778,0.04722222222222222
40,40,23,0.2216570591149123,0.9297724184782609,0.9616582511443538,0.6435832274459975,0.4212198221092757,0.5612531185150147,0.16027213335037233,0.858,0.9531111111111111,0.043
41,41,23,0.2107590624819631,0.9351222826086957,0.9667657326162845,0.6501699235344095,0.4165250637213254,0.44798303842544557,0.21769454181194306,0.8815,0.9352222222222222,0.06
42,42,23,0.19963117397349814,0.937882133152174,0.9684587982731369,0.6629904559915164,0.40742311770943795,0.6150140285491943,0.2145761102437973,0.8487,0.9366666666666666,0.05977777777777778
43,43,23,0.20282474224982056,0.9369480298913043,0.9682176395639658,0.656289707750953,0.41084286319356206,0.5637904047966004,0.20438295900821685,0.8548,0.9484444444444444,0.04688888888888889
44,44,23,0.1961942600167316,0.9384128736413043,0.9704245283018867,0.6498724489795918,0.4175170068027211,0.521630609035492,0.15504668056964874,0.8651,0.9562222222222222,0.04044444444444444
45,45,23,0.18796999558158542,0.9419369904891305,0.9749162301194015,0.6462124418112569,0.4202285230639018,0.46643741726875304,0.12173160165548325,0.8789,0.9616666666666667,0.036222222222222225
46,46,23,0.18243230231430219,0.9431895380434783,0.9753124263145485,0.6529612270984235,0.4190455901150405,0.5202345788478852,0.2391924500465393,0.8701,0.9416666666666667,0.05355555555555556
47,47,23,0.17641714150490967,0.9455460258152174,0.9760298211673666,0.6716829164900382,0.39974565493853326,0.5914049983024597,0.20920108258724213,0.8617,0.9482222222222222,0.04855555555555555
48,48,23,0.17337777044462122,0.9451214334239131,0.9763976326896324,0.6624760281269977,0.4046452162795653,0.4436290442943573,0.20398930013179778,0.8849,0.9467777777777778,0.04911111111111111
49,49,23,0.16414088269938593,0.9485394021739131,0.9790521572975396,0.6740929344366645,0.39783577339274345,0.43291098475456236,0.20230772793293,0.8903,0.9565555555555556,0.04122222222222222
50,50,23,0.16092127043267954,0.9510869565217391,0.9817791309683968,0.6764519535374868,0.3964097148891235,0.6770278811454773,0.13164796978235244,0.8485,0.9595555555555556,0.036444444444444446
51,51,23,0.158949107579563,0.9503226902173914,0.9816221572143059,0.6689991518235793,0.4039440203562341,0.41992221474647523,0.22637763917446135,0.891,0.9431111111111111,0.05344444444444445
52,52,23,0.15224298381287119,0.9529127038043478,0.9826398716860081,0.6852166525063721,0.39103653355989804,0.44387194514274597,0.10305569171905518,0.8875,0.966,0.03233333333333333
53,53,23,0.1438147535790568,0.9559697690217391,0.9861353454373969,0.6834256497656583,0.39113762249680445,0.4932259738445282,0.1890434056520462,0.8789,0.9468888888888889,0.05
54,54,23,0.14075192485166632,0.9570737092391305,0.986934886682546,0.6877260157413316,0.39055520102105934,0.5065357744693756,0.3340966761112213,0.8806,0.9051111111111111,0.08977777777777778
55,55,23,0.13954692236755206,0.9570524796195652,0.9870751668671431,0.6865037194473964,0.389798087141339,0.446895033121109,0.2600498408079147,0.8906,0.9433333333333334,0.05277777777777778
56,56,23,0.1370046475659246,0.9578167459239131,0.987521819125348,0.6904458598726114,0.3885350318471338,0.4761251389980316,0.15183577239513396,0.8845,0.9614444444444444,0.036
57,57,23,0.13360559000917102,0.9584324048913043,0.9881614941986605,0.6902127659574468,0.38765957446808513,0.4611655056476593,0.15654289722442627,0.8928,0.9592222222222222,0.03811111111111111
58,58,23,0.13103511346423108,0.9593028192934783,0.988631271080501,0.6951349054599533,0.38368387507966856,0.4396694600582123,0.20772918462753295,0.8981,0.9505555555555556,0.04655555555555556
59,59,23,0.12364690297323724,0.9617654551630435,0.9908458180960246,0.7005721551176096,0.3818605636787455,0.45348907709121705,0.1323259562253952,0.8945,0.9636666666666667,0.03411111111111111
60,60,23,0.12105169633160466,0.9622112771739131,0.9909202396113391,0.7033177371331348,0.37771161207996595,0.4427589774131775,0.20412607192993165,0.8948,0.952,0.04533333333333334
61,61,23,0.11961133259793987,0.9630604619565217,0.991225794277897,0.7093690248565966,0.36775015933715743,0.4604136526584625,0.12771693021059036,0.892,0.9621111111111111,0.035555555555555556
62,62,23,0.11217625698317653,0.9649711277173914,0.9924276379420159,0.7180140038192234,0.36367494165075326,0.42358936071395875,0.2524960160255432,0.9011,0.9388888888888889,0.057555555555555554
63,63,23,0.1078777899560721,0.9664572010869565,0.9932040209542687,0.7266187050359713,0.3571730850613627,0.4730312407016754,0.22242570519447327,0.8914,0.943,0.05344444444444445
64,64,23,0.10178167729274086,0.9684103260869565,0.9936334268669387,0.7405750798722045,0.34164004259850905,0.4556279957294464,0.16367907226085662,0.8969,0.957,0.04066666666666666
65,65,23,0.10199885588625203,0.9677309782608695,0.9926385579123705,0.7441220080491421,0.3437830968015251,0.4704198122024536,0.12436934560537338,0.8952,0.9655555555555555,0.03277777777777778
66,66,23,0.09892587072175482,0.9685589334239131,0.9940320335904512,0.7393334748461049,0.34366376565485035,0.4767603099346161,0.17010603547096254,0.8929,0.958,0.03955555555555555
67,67,23,0.09513300300940224,0.970703125,0.994877847279594,0.7545895758598861,0.3312935218400506,0.48682975172996523,0.1857572764158249,0.8944,0.9561111111111111,0.04133333333333333
68,68,23,0.08968371282453122,0.971785835597826,0.9950694755714926,0.7624602332979852,0.3261930010604454,0.46230058670043944,0.1945983052253723,0.8967,0.9557777777777777,0.041666666666666664
69,69,23,0.08548522772996323,0.9730596127717391,0.9955901426718547,0.7697382421791871,0.3164503085762928,0.46481576561927795,0.23939583897590638,0.8972,0.9418888888888889,0.05455555555555556
70,70,23,0.08482221513986588,0.9735478940217391,0.9955637359007032,0.7761320355480321,0.3133728311468472,0.5054876923561096,0.18823040425777435,0.8927,0.9554444444444444,0.041777777777777775
71,71,23,0.08314406126737595,0.9738238790760869,0.9961089494163424,0.772717599489253,0.31517344115769313,0.4432103455066681,0.2044331133365631,0.902,0.9523333333333334,0.044333333333333336
72,72,23,0.07901303016621133,0.9751401154891305,0.9957994100294986,0.7900190315077184,0.2975259039966166,0.4380438387393951,0.27384368777275087,0.9016,0.9411111111111111,0.05555555555555555
73,73,23,0.07550664926352708,0.9760105298913043,0.9969563986409966,0.7879237288135593,0.30127118644067796,0.4893492102622986,0.2451125353574753,0.898,0.9406666666666667,0.05722222222222222
74,74,23,0.07609765733713689,0.9762228260869565,0.9962722661318862,0.7961432506887053,0.29540156812884083,0.43778263330459594,0.20656076073646545,0.9003,0.9523333333333334,0.04522222222222222
75,75,23,0.0729416064594103,0.9762865149456522,0.9960121758418085,0.7993650793650794,0.2931216931216931,0.4714680969715118,0.1862229198217392,0.8994,0.9548888888888889,0.042888888888888886
76,76,23,0.07130507622723994,0.9776876698369565,0.9969556085242961,0.8051151976326358,0.28662016487000636,0.49122140407562254,0.1906885951757431,0.8955,0.9568888888888889,0.04133333333333333
77,77,23,0.06854376747556355,0.9787279211956522,0.9970996722393831,0.8127795527156549,0.27880724174653887,0.4445988178253174,0.306769871711731,0.9005,0.9328888888888889,0.06355555555555556
78,78,23,0.06231497924612916,0.9805961277173914,0.9975231175693527,0.8283106960950763,0.2642190152801358,0.4586256206035614,0.19868848621845245,0.9003,0.9573333333333334,0.04066666666666666
79,79,23,0.06424408130671667,0.9790675951086957,0.9969336006604552,0.8182204289658102,0.27543002760671054,0.45000887513160703,0.21086148619651796,0.901,0.95,0.04811111111111111
80,80,23,0.05875037626727768,0.9817000679347826,0.997334339836286,0.8410778697220455,0.254402715892213,0.4479015529155731,0.26108200252056124,0.9024,0.9451111111111111,0.052444444444444446
81,81,23,0.05683540083144022,0.9827615489130435,0.9978299327750914,0.8471012953918029,0.24973455086005522,0.4647804439067841,0.2032846361398697,0.9007,0.9531111111111111,0.04477777777777778
82,82,23,0.05776924785712491,0.9819972826086957,0.9978067589557342,0.8393958732184642,0.2580302063390768,0.4391579687595367,0.32640687823295594,0.9042,0.9278888888888889,0.06866666666666667
83,83,23,0.05423216942859733,0.9830375339673914,0.9977585352617795,0.8508790510485067,0.24274518110569795,0.43623220920562744,0.2587512046098709,0.9033,0.9475555555555556,0.049444444444444444
84,84,23,0.05502483475467433,0.9830375339673914,0.9980412054846246,0.8486577890509406,0.24624815049672374,0.4574516713619232,0.235885089635849,0.9003,0.9481111111111111,0.049444444444444444
85,85,23,0.054238202941158546,0.9836531929347826,0.9978298303965277,0.8560815113563999,0.24007641689662493,0.449954217672348,0.258763799071312,0.9019,0.9455555555555556,0.05177777777777778
86,86,23,0.05087896485043609,0.9841202445652174,0.997711130512754,0.8622222222222222,0.23767195767195767,0.4409093141555786,0.305707848072052,0.9031,0.94,0.05655555555555555
87,87,23,0.04976975399514903,0.984268851902174,0.9978779090330339,0.8612827615597699,0.23290006392499468,0.44959041476249695,0.25821322202682495,0.9046,0.9475555555555556,0.049555555555555554
88,88,23,0.04710913303753604,0.9853727921195652,0.9980661745631205,0.8708785364815996,0.22761114656456072,0.4521504580974579,0.22071947753429413,0.9012,0.9557777777777777,0.041777777777777775
89,89,23,0.04873718240338823,0.9844599184782609,0.998159596054929,0.8614993646759848,0.2352816603134265,0.44266610145568847,0.23612941205501556,0.9019,0.9518888888888889,0.04555555555555556
90,90,23,0.04661404341459274,0.9861582880434783,0.9979244793509281,0.8801275239107332,0.21636556854410202,0.4503996193408966,0.24260923862457276,0.9029,0.95,0.04733333333333333
91,91,23,0.04800106601222702,0.984969429347826,0.9984429555534585,0.8638676844783715,0.23346055979643765,0.44197587966918944,0.258191841840744,0.9035,0.9484444444444444,0.04888888888888889
92,92,23,0.04395717560597088,0.987410835597826,0.9985144312393888,0.887137989778535,0.21379897785349233,0.44224645495414733,0.24842527508735657,0.9039,0.9502222222222222,0.04711111111111111
93,93,23,0.0471949084945347,0.9853091032608695,0.9985137303010286,0.8666242578456319,0.2287955894826124,0.44439318776130676,0.25466671884059905,0.9036,0.9477777777777778,0.04933333333333333
94,94,23,0.04493569550306901,0.986221976902174,0.998325234703024,0.8772823779193206,0.22101910828025478,0.44184437990188596,0.2675404191017151,0.9032,0.946,0.050888888888888886
95,95,23,0.044517954730469246,0.9862856657608695,0.9984910998467523,0.8758797184900832,0.2203028364256771,0.4448563873767853,0.2625672072172165,0.9026,0.9467777777777778,0.050222222222222224
96,96,23,0.04471589025595914,0.9857761548913043,0.9984667641647403,0.8715498938428875,0.22547770700636943,0.44447453022003175,0.26074543297290803,0.9036,0.9471111111111111,0.049777777777777775
97,97,23,0.042765475323666695,0.987198539402174,0.9986322690185351,0.8839931885908897,0.2137079608343976,0.4450922250747681,0.25997687578201295,0.9037,0.9467777777777778,0.05011111111111111
98,98,23,0.04325109396291816,0.9866041100543478,0.9985604719764012,0.8794671177838866,0.21569042080778178,0.44325306415557864,0.2690617263317108,0.9036,0.9454444444444444,0.051333333333333335
99,99,23,0.04479097348192464,0.9861795176630435,0.99867827893035,0.8743400211193242,0.2238648363252376,0.44506300091743467,0.26133430302143096,0.9037,0.9468888888888889,0.05
